president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Trump,All polls,2/7/2019,4/16/2017,4/20/2017,Ipsos,B+,1900,a,0.1683309,0,41.6,53.3,41.9814,52.18612,,T,http://polling.reuters.com/#poll/CP3_2/,49650,77946,4/25/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/17/2017,4/21/2017,Ipsos,B+,2037,a,0.1791823,0,39.8,54.8,40.1814,53.68612,,T,http://polling.reuters.com/#poll/CP3_2/,49662,77962,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/12/2017,4/25/2017,USC Dornsife/LA Times,C,3039,a,1.404504,0,39,47,40.72887,46.48696,,,http://www.latimes.com/politics/la-na-pol-trump-100-day-20170426-story.html,50819,80275,1/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,4/17/2017,4/20/2017,ABC News/Washington Post,A+,1004,a,2.027719,0,42,53,42.92174,51.2481,,,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/04/23/National-Politics/Polling/question_18611.xml?uuid=DjWvRifZEeeSjjYkU5Bg6A,49646,77939,4/23/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/18/2017,4/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,49,51,43.57531,51.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49639,77931,4/21/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/17/2017,4/20/2017,NBC News/Wall Street Journal,A-,900,a,1.363524,0,40,54,39.2797,54.78984,,,http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJ_April_Poll.pdf,49647,77940,4/23/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/18/2017,4/20/2017,Gallup,B,1500,a,0.1517374,0,43,51,44.20724,49.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49643,77936,4/21/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/17/2017,4/20/2017,American Research Group,C+,1100,a,1.148289,0,39,56,40.86616,53.5403,,,http://americanresearchgroup.com/economy/,49640,77932,4/21/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/18/2017,4/22/2017,Ipsos,B+,2042,a,0.1784302,0,40.1,53.6,40.4814,52.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49661,77961,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/19/2017,4/21/2017,Gallup,B,1500,a,0.1513151,0,42,52,43.20724,50.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49644,77937,4/22/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/17/2017,4/23/2017,Kaiser Family Foundation,,1171,a,1.528545,0,45,50,45.93911,48.13991,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking%20Poll-Late-April-2017-The-Future-of-the-ACA-and-Health-Care-and-the-Budget,49663,77971,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/19/2017,4/20/2017,Gravis Marketing,C+,1665,rv,1.306089,0,42,49,40.87215,49.89536,,,https://www.scribd.com/document/346304070/National-April-20-2017#from_embed,49653,77952,4/25/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/20/2017,4/22/2017,Gallup,B,1500,a,0.1508968,0,40,54,41.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49645,77938,4/23/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/19/2017,4/23/2017,Ipsos,B+,2075,a,0.1802603,0,40,53.5,40.3814,52.38612,,T,http://polling.reuters.com/#poll/CP3_2/,49660,77960,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/19/2017,4/23/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,51,49,45.57531,49.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49648,77941,4/24/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/20/2017,4/24/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,47,53,41.57531,53.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49654,77953,4/25/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/20/2017,4/24/2017,Ipsos,B+,2182,a,0.1886006,0,39.7,53.9,40.0814,52.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49659,77959,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/20/2017,4/24/2017,McLaughlin & Associates,C-,1000,lv,0.8543829,0,49,46,44.90948,47.89457,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50465,79633,11/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/21/2017,4/23/2017,Gallup,B,1500,a,0.1509948,0,40,54,41.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49649,77942,4/24/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/20/2017,4/24/2017,Morning Consult,B-,2032,rv,0.7140555,0,51,45,48.51568,47.30637,,,https://morningconsult.com/2017/04/26/trumps-border-wall-lowest-priority-funding-talks-voters-say/,49664,77972,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/21/2017,4/24/2017,CBS News,A-,1214,a,1.842694,0,41,53,42.41207,52.15715,,,https://www.scribd.com/document/346403451/Toplines-100-Days-Approval?secret_password=VtHV9pgFYdF4UdtvTKke,49665,77973,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/21/2017,4/25/2017,Ipsos,B+,2168,a,0.1866267,0,40.5,52.9,40.8814,51.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49680,77994,5/1/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/22/2017,4/24/2017,Gallup,B,1500,a,0.151223,0,40,55,41.20724,53.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49655,77954,4/25/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/22/2017,4/25/2017,CNN/Opinion Research Corp.,B+,1009,a,1.557128,0,44,54,43.76023,52.42878,,,http://i2.cdn.turner.com/cnn/2017/images/04/26/rel5a.-.trump.at.100.days[10].pdf,49668,77976,4/27/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/23/2017,4/25/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,46,54,40.57531,54.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49657,77957,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/21/2017,4/27/2017,SurveyMonkey,D-,15235,a,0.2735418,0,46,52,43.60559,50.75944,,,https://drive.google.com/file/d/0BztOs71zt1Wpd2h2LXN1Nzk4ZUU/view,49672,77982,4/28/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/22/2017,4/26/2017,Ipsos,B+,2138,a,0.1834623,0,41.7,52.5,42.0814,51.38612,,T,http://polling.reuters.com/#poll/CP3_2/,49679,77993,5/1/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/23/2017,4/25/2017,Gallup,B,1500,a,0.1510627,0,39,56,40.20724,54.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49658,77958,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/23/2017,4/25/2017,Fox News,A,1009,rv,1.803008,0,45,48,43.10445,48.89475,,,http://www.foxnews.com/politics/slideshow/2017/04/26/fox-news-poll-president-trumps-first-100-days.html,49666,77974,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/23/2017,4/25/2017,YouGov,B,1500,a,0.9071183,0,42,49,42.98623,51.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vndekayz1x/econTabReport.pdf,49656,77955,4/26/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/24/2017,4/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,45,55,39.57531,55.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49667,77975,4/27/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/23/2017,4/27/2017,Ipsos,B+,2122,a,0.1816827,0,41.5,53.2,41.8814,52.08612,,T,http://polling.reuters.com/#poll/CP3_2/,49678,77992,5/1/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/24/2017,4/26/2017,Gallup,B,1500,a,0.1509029,0,40,55,41.20724,53.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49669,77977,4/27/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/24/2017,4/28/2017,Ipsos,B+,2401,a,0.2053088,0,41.9,52.2,42.2814,51.08612,,T,http://polling.reuters.com/#poll/CP3_2/,49687,78004,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/25/2017,4/27/2017,Gallup,B,1500,a,0.1507436,0,43,52,44.20724,50.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49673,77984,4/28/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/24/2017,4/27/2017,icitizen,,1051,a,0.6988606,0,32,68,33.74831,62.06239,,,https://icitizen.com/insights/trump-job-approval-april-24-27-2017/,49671,77979,4/28/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/25/2017,4/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,47,53,41.57531,53.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49670,77978,4/28/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/26/2017,4/28/2017,Gallup,B,1500,a,0.1511007,0,43,51,44.20724,49.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49674,77985,4/29/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/25/2017,4/29/2017,Ipsos,B+,2315,a,0.1980913,0,42.6,51.6,42.9814,50.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49686,78003,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/27/2017,4/29/2017,Gallup,B,1500,a,0.1515932,0,42,53,43.20724,51.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49675,77986,4/30/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/26/2017,4/30/2017,Ipsos,B+,2244,a,0.1924832,0,43,51.7,43.3814,50.58612,,T,http://polling.reuters.com/#poll/CP3_2/,49685,78002,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/26/2017,4/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,47,53,41.57531,53.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49676,77987,5/1/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/27/2017,5/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,48,52,42.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49681,77998,5/2/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/28/2017,4/29/2017,Zogby Interactive/JZ Analytics,C,876,lv,0.9037771,0,44,50,41.98711,50.85975,,,https://zogbyanalytics.com/news/773-the-zogby-poll-trump-overall-approval-down-but-up-among-hispanics,49692,78018,5/4/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/27/2017,4/30/2017,Morning Consult,B-,1998,rv,0.5998591,0,48,45,45.51568,47.30637,,,https://morningconsult.com/2017/05/03/people-split-states-treat-sickest-americans/,49689,78014,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/28/2017,4/30/2017,Gallup,B,1500,a,0.1518269,0,41,55,42.20724,53.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49677,77988,5/1/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/27/2017,5/1/2017,Ipsos,B+,2224,a,0.1915151,0,43.6,50.9,43.9814,49.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49684,78001,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/29/2017,5/1/2017,Gallup,B,1500,a,0.1520625,0,42,54,43.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49682,77999,5/2/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/28/2017,5/2/2017,Ipsos,B+,2216,a,0.1918074,0,43.4,51.6,43.7814,50.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49697,78026,5/5/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/29/2017,5/3/2017,Ipsos,B+,1889,a,0.1645234,0,43.4,51.6,43.7814,50.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49696,78025,5/5/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/30/2017,5/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,49,51,43.57531,51.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49683,78000,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/30/2017,5/2/2017,Gallup,B,1500,a,0.1522999,0,42,52,43.20724,50.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49690,78016,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/28/2017,5/4/2017,IBD/TIPP,A-,904,a,1.550037,0,39,54,40.95203,52.45534,,,,49704,78037,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/28/2017,5/4/2017,SurveyMonkey,D-,17300,a,0.3271773,0,45,52,42.60559,50.75944,,,https://drive.google.com/file/d/0B83Vpfes67zfeGZWRklVZ3ZtLWM/view,49698,78030,5/6/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/29/2017,5/2/2017,YouGov,B,1500,a,0.9071183,0,43,47,43.98623,49.33963,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eh981oefng/econToplines.pdf,49688,78013,5/3/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,4/30/2017,5/4/2017,Ipsos,B+,1891,a,0.1656952,0,43.2,51.7,43.5814,50.58612,,T,http://polling.reuters.com/#poll/CP3_2/,49695,78024,5/5/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/1/2017,5/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,48,52,42.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49691,78017,5/4/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/2/2017,5/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,46,54,40.57531,54.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49693,78019,5/5/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/1/2017,5/4/2017,Gallup,B,1500,a,0.1135973,0,42,52,43.20724,50.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49694,78020,5/5/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/1/2017,5/5/2017,Ipsos,B+,1973,a,0.1738849,0,43.6,51.2,43.9814,50.08612,,T,http://polling.reuters.com/#poll/CP3_2/,49710,78051,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/2/2017,5/6/2017,Ipsos,B+,1866,a,0.1653765,0,42.3,51.9,42.6814,50.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49709,78050,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/3/2017,5/5/2017,Gallup,B,1500,a,0.1500869,0,40,54,41.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49703,78036,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/2/2017,5/5/2017,Gallup,B,1500,a,0.1125652,0,40,54,41.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49699,78032,5/6/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/4/2017,5/6/2017,Gallup,B,1500,a,0.1496808,0,40,54,41.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49700,78033,5/7/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/3/2017,5/7/2017,Ipsos,B+,1806,a,0.1608631,0,42.9,50.9,43.2814,49.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49708,78049,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/4/2017,5/6/2017,Morning Consult,B-,1996,rv,0.4204178,0,44,48,41.51568,50.30637,,,https://morningconsult.com/2017/05/10/obamacare-support-gop-alternative-poll-finds/,49712,78053,5/10/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/3/2017,5/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,45,54,39.57531,54.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49701,78034,5/8/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/4/2017,5/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,46,54,40.57531,54.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49705,78038,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/5/2017,5/7/2017,Gallup,B,1500,a,0.1492772,0,42,53,43.20724,51.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49702,78035,5/8/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/4/2017,5/8/2017,Ipsos,B+,1828,a,0.1635036,0,42.8,51.6,43.1814,50.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49707,78048,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/4/2017,5/9/2017,Quinnipiac University,A-,1078,rv,1.487576,0,36,58,37.66755,56.64217,,,https://poll.qu.edu/national/release-detail?ReleaseID=2456,49715,78057,5/10/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/6/2017,5/8/2017,Gallup,B,1500,a,0.1489641,0,40,53,41.20724,51.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49706,78039,5/9/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/5/2017,5/9/2017,Ipsos,B+,1832,a,0.164438,0,42.5,51.9,42.8814,50.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49726,78069,5/14/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/6/2017,5/10/2017,Ipsos,B+,1767,a,0.1589921,0,41,53.4,41.3814,52.28613,,T,http://polling.reuters.com/#poll/CP3_2/,49725,78068,5/14/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/7/2017,5/9/2017,Gallup,B,1500,a,0.1486749,0,40,53,41.20724,51.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49714,78056,5/10/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/6/2017,5/9/2017,YouGov,B,1500,a,0.9104784,0,41,51,41.98623,53.33963,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7gtsiw6kbg/econToplines.pdf,49713,78054,5/10/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/7/2017,5/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,47,53,41.57531,53.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49711,78052,5/10/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/5/2017,5/11/2017,SurveyMonkey,D-,10468,a,0.2395411,0,43,55,40.60559,53.75944,,,https://drive.google.com/file/d/0B83Vpfes67zfdF9UV2ExYWpMMkU/view,49720,78062,5/12/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/7/2017,5/11/2017,Ipsos,B+,1855,a,0.1671297,0,42,52.9,42.3814,51.78613,,T,http://polling.reuters.com/#poll/CP3_2/,49724,78067,5/14/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/8/2017,5/10/2017,Gallup,B,1500,a,0.1483434,0,38,55,39.20724,53.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49717,78059,5/11/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/8/2017,5/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,48,52,42.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49716,78058,5/11/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/9/2017,5/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1353645,0,45,55,39.57531,55.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49719,78061,5/12/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/9/2017,5/11/2017,Morning Consult,B-,1731,rv,0.2857825,0,45,47,42.51568,49.30637,,,https://morningconsult.com/2017/05/11/partisanship-strong-factor-voters-stance-comey-firing/,49718,78060,5/12/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/9/2017,5/11/2017,Gallup,B,1500,a,0.1480137,0,41,54,42.20724,52.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49721,78064,5/12/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/8/2017,5/12/2017,Ipsos,B+,1919,a,0.1730012,0,41.1,53.7,41.4814,52.58612,,T,http://polling.reuters.com/#poll/CP3_2/,49736,78089,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/10/2017,5/12/2017,Gallup,B,1500,a,0.1476858,0,40,55,41.20724,53.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49722,78065,5/13/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/9/2017,5/13/2017,Ipsos,B+,1840,a,0.1658857,0,40.9,53.7,41.2814,52.58612,,T,http://polling.reuters.com/#poll/CP3_2/,49735,78088,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/11/2017,5/13/2017,NBC News/Wall Street Journal,A-,800,a,1.327316,0,39,54,38.2797,54.78984,,,https://www.scribd.com/document/348302118/NBC-WSJ-May-2017-poll,49727,78076,5/14/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/3/2017,5/20/2017,Morning Consult,B-,6170,rv,0.9414427,0,48,45,45.51568,47.30637,,,https://morningconsult.com/wp-content/uploads/2017/05/170502_topline_CBA_v5_cut_TB.pdf,57264,92565,1/9/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,5/11/2017,5/13/2017,Gallup,B,1500,a,0.1473597,0,39,56,40.20724,54.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49723,78066,5/14/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/10/2017,5/14/2017,Ipsos,B+,1873,a,0.1687053,0,40.9,53.5,41.2814,52.38612,,T,http://polling.reuters.com/#poll/CP3_2/,49734,78087,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/10/2017,5/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0812957,0,44,56,38.57531,56.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49728,78077,5/15/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/12/2017,5/14/2017,Morning Consult,B-,2001,rv,0.3097392,0,43,51,40.51568,53.30637,,,https://morningconsult.com/wp-content/uploads/2017/05/170507_crosstabs_Politico_v1_TB.pdf,49737,78094,5/17/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/11/2017,5/15/2017,Ipsos,B+,1850,a,0.1663984,0,39.6,54.6,39.9814,53.48612,,T,http://polling.reuters.com/#poll/CP3_2/,49733,78086,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/12/2017,5/14/2017,Public Policy Polling,B,692,rv,1.073079,0,40,54,39.30023,54.37395,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf,49731,78080,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/11/2017,5/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2425136,0,43,57,37.57531,57.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49730,78079,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/12/2017,5/14/2017,Gallup,B,1500,a,0.1470355,0,38,57,39.20724,55.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49729,78078,5/15/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/13/2017,5/15/2017,Gallup,B,1500,a,0.1471987,0,38,57,39.20724,55.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49732,78081,5/16/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/12/2017,5/16/2017,Ipsos,B+,1871,a,0.1679018,0,38.8,55.5,39.1814,54.38612,,T,http://polling.reuters.com/#poll/CP3_2/,49749,78114,5/19/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/13/2017,5/17/2017,Monmouth University,A+,1002,a,2.127005,0,39,53,39.07629,54.73757,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051817/,49743,78101,5/18/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/14/2017,5/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1346041,0,44,56,38.57531,56.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49738,78095,5/17/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/12/2017,5/18/2017,SurveyMonkey,D-,10220,a,0.2588639,0,40,58,37.60559,56.75944,,,https://drive.google.com/file/d/0BztOs71zt1WpRGNsZFFuRWRUbHc/view,49750,78115,5/19/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/13/2017,5/16/2017,YouGov,B,1500,a,0.9116957,0,39,51,39.98623,53.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/r7qogc932v/econTabReport.pdf,49739,78096,5/17/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/13/2017,5/17/2017,Ipsos,B+,1883,a,0.1684464,0,38.7,55.5,39.0814,54.38612,,T,http://polling.reuters.com/#poll/CP3_2/,49748,78113,5/19/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/14/2017,5/16/2017,Gallup,B,1500,a,0.147487,0,38,57,39.20724,55.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49740,78098,5/17/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/15/2017,5/17/2017,Gallup,B,1500,a,0.147407,0,38,56,39.20724,54.07141,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49742,78100,5/18/2017,2/7/2019 17:37
Trump,All polls,2/7/2019,5/15/2017,5/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1351094,0,44,55,38.57531,55.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49741,78099,5/18/2017,2/7/2019 17:37
