"president","date","approve","disapprove"
"Obama",2013-05-26,48,45
"Obama",2013-05-25,48,44
"Obama",2013-05-24,47,45
"Obama",2013-05-23,47,44
"Obama",2013-05-22,49,43
"Obama",2013-05-21,50,44
"Obama",2013-05-20,50,44
"Obama",2013-05-19,49,44
"Obama",2013-05-18,49,44
"Obama",2013-05-17,50,43
"Obama",2013-05-16,51,42
"Obama",2013-05-15,49,45
"Obama",2013-05-14,48,46
"Obama",2013-05-13,47,47
"Obama",2013-05-12,49,45
"Obama",2013-05-11,48,45
"Obama",2013-05-10,49,44
"Obama",2013-05-09,49,43
"Obama",2013-05-08,50,43
"Obama",2013-05-07,49,45
"Obama",2013-05-06,51,45
"Obama",2013-05-05,49,45
"Obama",2013-05-04,50,45
"Obama",2013-05-03,50,44
"Obama",2013-05-02,51,43
"Obama",2013-05-01,51,42
"Obama",2013-04-30,50,43
"Obama",2013-04-29,50,44
"Obama",2013-04-28,49,44
"Obama",2013-04-27,50,43
"Obama",2013-04-26,50,42
"Obama",2013-04-25,52,40
"Obama",2013-04-24,50,43
"Obama",2013-04-23,51,42
"Obama",2013-04-22,48,45
"Obama",2013-04-21,51,43
"Obama",2013-04-20,50,43
"Obama",2013-04-19,53,41
"Obama",2013-04-18,51,42
"Obama",2013-04-17,51,43
"Obama",2013-04-16,49,43
"Obama",2013-04-15,49,43
"Obama",2013-04-14,50,43
"Obama",2013-04-13,48,46
"Obama",2013-04-12,48,46
"Obama",2013-04-11,48,47
"Obama",2013-04-10,50,45
"Obama",2013-04-09,49,44
"Obama",2013-04-08,49,43
"Obama",2013-04-07,49,42
"Obama",2013-04-06,48,44
"Obama",2013-04-05,49,44
"Obama",2013-04-04,48,46
"Obama",2013-04-03,48,47
"Obama",2013-04-02,47,48
"Obama",2013-04-01,48,46
"Obama",2013-03-31,47,47
"Obama",2013-03-29,48,47
"Obama",2013-03-28,46,47
"Obama",2013-03-27,48,46
"Obama",2013-03-26,49,43
"Obama",2013-03-25,49,43
"Obama",2013-03-24,48,45
"Obama",2013-03-23,47,46
"Obama",2013-03-22,48,45
"Obama",2013-03-21,47,45
"Obama",2013-03-20,47,46
"Obama",2013-03-19,46,45
"Obama",2013-03-18,48,44
"Obama",2013-03-17,50,43
"Obama",2013-03-16,49,45
"Obama",2013-03-15,47,46
"Obama",2013-03-14,47,46
"Obama",2013-03-13,48,46
"Obama",2013-03-12,48,46
"Obama",2013-03-11,49,45
"Obama",2013-03-10,49,44
"Obama",2013-03-09,49,44
"Obama",2013-03-08,50,43
"Obama",2013-03-07,49,44
"Obama",2013-03-06,49,44
"Obama",2013-03-05,47,46
"Obama",2013-03-04,48,44
"Obama",2013-03-03,49,44
"Obama",2013-03-02,46,46
"Obama",2013-03-01,46,46
"Obama",2013-02-28,47,45
"Obama",2013-02-27,51,43
"Obama",2013-02-26,51,43
"Obama",2013-02-25,53,40
"Obama",2013-02-24,51,42
"Obama",2013-02-23,51,42
"Obama",2013-02-22,50,44
"Obama",2013-02-21,52,42
"Obama",2013-02-19,50,42
"Obama",2013-02-18,51,42
"Obama",2013-02-17,51,43
"Obama",2013-02-16,52,42
"Obama",2013-02-15,50,44
"Obama",2013-02-14,50,44
"Obama",2013-02-13,50,44
"Obama",2013-02-12,51,42
"Obama",2013-02-11,52,42
"Obama",2013-02-10,52,42
"Obama",2013-02-09,52,43
"Obama",2013-02-08,52,43
"Obama",2013-02-07,52,43
"Obama",2013-02-06,52,43
"Obama",2013-02-05,52,41
"Obama",2013-02-04,52,41
"Obama",2013-02-03,52,42
"Obama",2013-02-01,52,43
"Obama",2013-01-31,54,42
"Obama",2013-01-30,53,42
"Obama",2013-01-29,53,41
"Obama",2013-01-28,51,43
"Obama",2013-01-27,52,43
"Obama",2013-01-26,52,43
"Obama",2013-01-25,52,41
"Obama",2013-01-24,51,42
"Obama",2013-01-23,52,42
"Obama",2013-01-22,52,43
"Obama",2013-01-21,53,42
"Obama",2013-01-20,51,43
"Obama",2013-01-19,50,43
"Obama",2013-01-18,51,43
"Obama",2013-01-17,48,45
"Obama",2013-01-16,49,44
"Obama",2013-01-15,50,43
"Obama",2013-01-14,53,41
"Obama",2013-01-13,52,40
"Obama",2013-01-12,52,41
"Obama",2013-01-11,51,42
"Obama",2013-01-10,53,42
"Obama",2013-01-09,54,41
"Obama",2013-01-08,56,40
"Obama",2013-01-07,56,39
"Obama",2013-01-06,54,39
"Obama",2013-01-05,54,39
"Obama",2013-01-04,52,41
"Obama",2013-01-01,52,42
"Obama",2012-12-31,50,43
"Obama",2012-12-29,53,41
"Obama",2012-12-28,53,42
"Obama",2012-12-27,54,40
"Obama",2012-12-25,53,41
"Obama",2012-12-24,56,39
"Obama",2012-12-22,57,37
"Obama",2012-12-21,57,37
"Obama",2012-12-20,58,36
"Obama",2012-12-18,56,37
"Obama",2012-12-17,54,38
"Obama",2012-12-16,52,40
"Obama",2012-12-15,50,42
"Obama",2012-12-14,50,43
"Obama",2012-12-13,50,43
"Obama",2012-12-12,51,42
"Obama",2012-12-11,54,38
"Obama",2012-12-10,54,38
"Obama",2012-12-09,53,40
"Obama",2012-12-08,51,43
"Obama",2012-12-07,50,44
"Obama",2012-12-06,50,43
"Obama",2012-12-05,49,44
"Obama",2012-12-04,50,44
"Obama",2012-12-03,52,43
"Obama",2012-12-02,53,41
"Obama",2012-12-01,54,40
"Obama",2012-11-30,52,41
"Obama",2012-11-29,50,43
"Obama",2012-11-28,51,43
"Obama",2012-11-27,49,45
"Obama",2012-11-26,51,42
"Obama",2012-11-25,51,41
"Obama",2012-11-24,53,39
"Obama",2012-11-23,51,40
"Obama",2012-11-22,50,42
"Obama",2012-11-20,50,42
"Obama",2012-11-19,51,43
"Obama",2012-11-18,53,42
"Obama",2012-11-17,52,41
"Obama",2012-11-16,53,40
"Obama",2012-11-15,52,41
"Obama",2012-11-14,52,42
"Obama",2012-11-13,52,41
"Obama",2012-11-12,53,40
"Obama",2012-11-11,52,41
"Obama",2012-11-10,52,42
"Obama",2012-11-09,51,43
"Obama",2012-11-08,52,42
"Obama",2012-11-07,49,45
"Obama",2012-11-06,49,44
"Obama",2012-11-05,50,44
"Obama",2012-11-04,52,44
"Obama",2012-11-03,52,45
"Obama",2012-10-27,51,44
"Obama",2012-10-26,48,48
"Obama",2012-10-25,46,49
"Obama",2012-10-24,48,47
"Obama",2012-10-23,51,44
"Obama",2012-10-22,53,42
"Obama",2012-10-21,51,45
"Obama",2012-10-20,49,46
"Obama",2012-10-19,49,45
"Obama",2012-10-18,49,46
"Obama",2012-10-17,50,46
"Obama",2012-10-16,50,44
"Obama",2012-10-15,49,45
"Obama",2012-10-14,49,45
"Obama",2012-10-13,48,47
"Obama",2012-10-11,48,46
"Obama",2012-10-10,50,44
"Obama",2012-10-09,52,43
"Obama",2012-10-08,53,42
"Obama",2012-10-07,53,42
"Obama",2012-10-06,51,44
"Obama",2012-10-05,48,46
"Obama",2012-10-04,50,45
"Obama",2012-10-03,52,43
"Obama",2012-10-02,54,42
"Obama",2012-10-01,50,44
"Obama",2012-09-30,48,45
"Obama",2012-09-29,47,46
"Obama",2012-09-28,46,46
"Obama",2012-09-27,48,47
"Obama",2012-09-26,50,45
"Obama",2012-09-25,50,44
"Obama",2012-09-24,51,43
"Obama",2012-09-23,50,43
"Obama",2012-09-22,51,42
"Obama",2012-09-21,51,43
"Obama",2012-09-20,47,46
"Obama",2012-09-19,47,48
"Obama",2012-09-18,46,48
"Obama",2012-09-17,48,46
"Obama",2012-09-16,49,45
"Obama",2012-09-15,50,44
"Obama",2012-09-14,50,44
"Obama",2012-09-13,49,45
"Obama",2012-09-12,49,43
"Obama",2012-09-11,49,42
"Obama",2012-09-10,51,42
"Obama",2012-09-09,50,43
"Obama",2012-09-08,50,44
"Obama",2012-09-07,50,44
"Obama",2012-09-06,52,42
"Obama",2012-09-05,52,43
"Obama",2012-09-04,49,45
"Obama",2012-09-03,47,47
"Obama",2012-09-02,45,48
"Obama",2012-09-01,45,48
"Obama",2012-08-31,43,48
"Obama",2012-08-30,45,46
"Obama",2012-08-29,45,46
"Obama",2012-08-28,44,47
"Obama",2012-08-27,43,47
"Obama",2012-08-26,43,48
"Obama",2012-08-25,45,47
"Obama",2012-08-24,45,48
"Obama",2012-08-23,46,47
"Obama",2012-08-22,47,47
"Obama",2012-08-21,47,47
"Obama",2012-08-20,46,49
"Obama",2012-08-19,45,48
"Obama",2012-08-18,47,47
"Obama",2012-08-17,47,47
"Obama",2012-08-16,45,49
"Obama",2012-08-15,44,50
"Obama",2012-08-14,44,50
"Obama",2012-08-13,45,49
"Obama",2012-08-12,45,49
"Obama",2012-08-11,45,48
"Obama",2012-08-10,43,50
"Obama",2012-08-09,43,50
"Obama",2012-08-08,43,51
"Obama",2012-08-07,46,48
"Obama",2012-08-06,47,47
"Obama",2012-08-05,47,47
"Obama",2012-08-04,46,47
"Obama",2012-08-03,45,47
"Obama",2012-08-02,45,48
"Obama",2012-08-01,45,48
"Obama",2012-07-31,45,49
"Obama",2012-07-30,46,48
"Obama",2012-07-29,46,46
"Obama",2012-07-28,47,46
"Obama",2012-07-27,48,46
"Obama",2012-07-26,47,48
"Obama",2012-07-24,47,47
"Obama",2012-07-23,45,48
"Obama",2012-07-22,44,49
"Obama",2012-07-21,44,49
"Obama",2012-07-20,46,47
"Obama",2012-07-19,46,47
"Obama",2012-07-18,47,46
"Obama",2012-07-17,46,48
"Obama",2012-07-16,46,47
"Obama",2012-07-15,47,46
"Obama",2012-07-14,47,45
"Obama",2012-07-13,46,47
"Obama",2012-07-12,45,48
"Obama",2012-07-11,45,48
"Obama",2012-07-10,45,47
"Obama",2012-07-09,45,46
"Obama",2012-07-08,44,47
"Obama",2012-07-07,45,46
"Obama",2012-07-06,46,46
"Obama",2012-07-05,47,45
"Obama",2012-07-04,45,46
"Obama",2012-07-02,45,47
"Obama",2012-07-01,46,47
"Obama",2012-06-30,46,47
"Obama",2012-06-29,48,46
"Obama",2012-06-28,47,47
"Obama",2012-06-27,47,46
"Obama",2012-06-26,46,46
"Obama",2012-06-25,45,47
"Obama",2012-06-24,48,46
"Obama",2012-06-23,47,48
"Obama",2012-06-22,51,45
"Obama",2012-06-21,46,46
"Obama",2012-06-20,45,48
"Obama",2012-06-19,43,49
"Obama",2012-06-18,46,48
"Obama",2012-06-17,45,48
"Obama",2012-06-16,46,47
"Obama",2012-06-15,45,49
"Obama",2012-06-14,45,49
"Obama",2012-06-13,44,49
"Obama",2012-06-12,46,48
"Obama",2012-06-11,48,45
"Obama",2012-06-10,49,45
"Obama",2012-06-09,50,44
"Obama",2012-06-08,48,45
"Obama",2012-06-07,47,45
"Obama",2012-06-06,46,47
"Obama",2012-06-05,45,48
"Obama",2012-06-04,46,47
"Obama",2012-06-03,46,46
"Obama",2012-06-02,47,45
"Obama",2012-06-01,46,47
"Obama",2012-05-31,46,46
"Obama",2012-05-30,45,47
"Obama",2012-05-29,47,45
"Obama",2012-05-28,47,46
"Obama",2012-05-26,49,44
"Obama",2012-05-25,48,45
"Obama",2012-05-24,48,46
"Obama",2012-05-23,47,47
"Obama",2012-05-22,48,46
"Obama",2012-05-21,47,47
"Obama",2012-05-20,48,45
"Obama",2012-05-19,48,46
"Obama",2012-05-18,48,45
"Obama",2012-05-17,46,47
"Obama",2012-05-16,48,46
"Obama",2012-05-15,47,47
"Obama",2012-05-14,46,48
"Obama",2012-05-13,45,48
"Obama",2012-05-12,46,48
"Obama",2012-05-11,46,47
"Obama",2012-05-10,48,46
"Obama",2012-05-09,49,45
"Obama",2012-05-08,48,46
"Obama",2012-05-07,47,46
"Obama",2012-05-06,46,47
"Obama",2012-05-05,47,47
"Obama",2012-05-04,46,48
"Obama",2012-05-03,48,46
"Obama",2012-05-02,50,44
"Obama",2012-05-01,51,43
"Obama",2012-04-30,49,46
"Obama",2012-04-29,48,47
"Obama",2012-04-28,47,48
"Obama",2012-04-27,48,45
"Obama",2012-04-26,48,46
"Obama",2012-04-25,49,44
"Obama",2012-04-23,50,44
"Obama",2012-04-22,50,44
"Obama",2012-04-21,50,44
"Obama",2012-04-20,47,45
"Obama",2012-04-19,46,46
"Obama",2012-04-18,46,46
"Obama",2012-04-17,47,46
"Obama",2012-04-16,47,47
"Obama",2012-04-15,46,48
"Obama",2012-04-14,45,48
"Obama",2012-04-13,47,47
"Obama",2012-04-12,48,46
"Obama",2012-04-11,49,44
"Obama",2012-04-10,48,44
"Obama",2012-04-09,45,45
"Obama",2012-04-08,44,46
"Obama",2012-04-06,45,46
"Obama",2012-04-05,47,46
"Obama",2012-04-04,50,43
"Obama",2012-04-03,49,46
"Obama",2012-04-02,48,45
"Obama",2012-04-01,48,44
"Obama",2012-03-31,47,44
"Obama",2012-03-30,46,45
"Obama",2012-03-29,43,50
"Obama",2012-03-28,44,47
"Obama",2012-03-27,46,46
"Obama",2012-03-26,48,44
"Obama",2012-03-25,47,45
"Obama",2012-03-24,46,45
"Obama",2012-03-23,47,44
"Obama",2012-03-22,48,44
"Obama",2012-03-21,47,46
"Obama",2012-03-20,46,47
"Obama",2012-03-19,46,46
"Obama",2012-03-18,49,44
"Obama",2012-03-17,49,44
"Obama",2012-03-16,46,47
"Obama",2012-03-15,43,50
"Obama",2012-03-14,44,50
"Obama",2012-03-13,45,49
"Obama",2012-03-12,48,45
"Obama",2012-03-11,47,46
"Obama",2012-03-10,49,43
"Obama",2012-03-09,47,45
"Obama",2012-03-08,48,44
"Obama",2012-03-07,48,44
"Obama",2012-03-06,48,44
"Obama",2012-03-05,44,47
"Obama",2012-03-04,43,48
"Obama",2012-03-03,45,48
"Obama",2012-03-02,48,46
"Obama",2012-03-01,48,46
"Obama",2012-02-29,47,48
"Obama",2012-02-28,46,49
"Obama",2012-02-27,45,50
"Obama",2012-02-26,43,50
"Obama",2012-02-25,45,47
"Obama",2012-02-24,44,46
"Obama",2012-02-23,45,46
"Obama",2012-02-22,45,47
"Obama",2012-02-21,45,48
"Obama",2012-02-20,45,48
"Obama",2012-02-19,44,48
"Obama",2012-02-18,44,48
"Obama",2012-02-17,46,47
"Obama",2012-02-16,46,48
"Obama",2012-02-15,46,48
"Obama",2012-02-14,43,48
"Obama",2012-02-13,45,45
"Obama",2012-02-12,45,47
"Obama",2012-02-11,46,47
"Obama",2012-02-10,45,48
"Obama",2012-02-09,48,46
"Obama",2012-02-08,48,46
"Obama",2012-02-07,49,45
"Obama",2012-02-05,47,47
"Obama",2012-02-04,46,48
"Obama",2012-02-02,46,46
"Obama",2012-02-01,45,48
"Obama",2012-01-31,46,47
"Obama",2012-01-30,44,49
"Obama",2012-01-29,46,47
"Obama",2012-01-28,46,47
"Obama",2012-01-27,46,46
"Obama",2012-01-26,46,47
"Obama",2012-01-25,43,49
"Obama",2012-01-24,44,49
"Obama",2012-01-23,43,49
"Obama",2012-01-22,44,47
"Obama",2012-01-21,44,46
"Obama",2012-01-20,44,46
"Obama",2012-01-19,46,46
"Obama",2012-01-18,45,46
"Obama",2012-01-17,45,46
"Obama",2012-01-16,45,46
"Obama",2012-01-15,46,46
"Obama",2012-01-14,46,47
"Obama",2012-01-13,46,48
"Obama",2012-01-12,45,48
"Obama",2012-01-11,45,46
"Obama",2012-01-10,43,48
"Obama",2012-01-09,43,49
"Obama",2012-01-08,42,50
"Obama",2012-01-07,46,47
"Obama",2012-01-06,45,46
"Obama",2012-01-05,45,46
"Obama",2012-01-04,45,46
"Obama",2012-01-03,46,47
"Obama",2011-12-31,47,46
"Obama",2011-12-30,45,47
"Obama",2011-12-28,43,48
"Obama",2011-12-27,41,50
"Obama",2011-12-25,44,48
"Obama",2011-12-24,46,48
"Obama",2011-12-22,47,45
"Obama",2011-12-21,44,48
"Obama",2011-12-20,43,48
"Obama",2011-12-19,43,49
"Obama",2011-12-18,43,50
"Obama",2011-12-17,42,50
"Obama",2011-12-16,42,51
"Obama",2011-12-14,41,51
"Obama",2011-12-13,42,50
"Obama",2011-12-12,43,49
"Obama",2011-12-11,45,48
"Obama",2011-12-10,44,48
"Obama",2011-12-09,43,50
"Obama",2011-12-08,42,51
"Obama",2011-12-07,42,51
"Obama",2011-12-06,42,50
"Obama",2011-12-05,41,51
"Obama",2011-12-04,41,51
"Obama",2011-12-03,43,49
"Obama",2011-12-02,44,49
"Obama",2011-12-01,41,51
"Obama",2011-11-30,42,50
"Obama",2011-11-29,42,50
"Obama",2011-11-28,43,49
"Obama",2011-11-27,43,49
"Obama",2011-11-26,44,47
"Obama",2011-11-25,44,48
"Obama",2011-11-24,42,48
"Obama",2011-11-22,41,51
"Obama",2011-11-21,41,50
"Obama",2011-11-20,43,50
"Obama",2011-11-19,44,47
"Obama",2011-11-18,45,47
"Obama",2011-11-17,43,47
"Obama",2011-11-16,41,49
"Obama",2011-11-15,40,51
"Obama",2011-11-14,42,50
"Obama",2011-11-13,44,49
"Obama",2011-11-12,43,49
"Obama",2011-11-11,43,49
"Obama",2011-11-10,42,49
"Obama",2011-11-09,42,49
"Obama",2011-11-08,42,47
"Obama",2011-11-07,43,48
"Obama",2011-11-06,44,48
"Obama",2011-11-05,43,50
"Obama",2011-11-04,42,50
"Obama",2011-11-03,42,51
"Obama",2011-11-02,42,50
"Obama",2011-11-01,44,49
"Obama",2011-10-31,45,48
"Obama",2011-10-29,43,50
"Obama",2011-10-28,43,50
"Obama",2011-10-27,42,51
"Obama",2011-10-26,43,49
"Obama",2011-10-25,43,48
"Obama",2011-10-24,42,50
"Obama",2011-10-23,43,49
"Obama",2011-10-22,42,50
"Obama",2011-10-21,44,47
"Obama",2011-10-20,43,49
"Obama",2011-10-19,42,50
"Obama",2011-10-18,39,54
"Obama",2011-10-17,39,53
"Obama",2011-10-16,38,54
"Obama",2011-10-15,42,50
"Obama",2011-10-14,40,52
"Obama",2011-10-13,40,52
"Obama",2011-10-12,38,54
"Obama",2011-10-11,40,53
"Obama",2011-10-10,41,51
"Obama",2011-10-09,41,51
"Obama",2011-10-08,40,52
"Obama",2011-10-07,39,53
"Obama",2011-10-06,39,53
"Obama",2011-10-05,38,53
"Obama",2011-10-04,40,52
"Obama",2011-10-03,41,52
"Obama",2011-10-02,42,50
"Obama",2011-10-01,43,49
"Obama",2011-09-30,43,50
"Obama",2011-09-29,41,51
"Obama",2011-09-28,39,52
"Obama",2011-09-27,39,51
"Obama",2011-09-26,40,51
"Obama",2011-09-25,42,49
"Obama",2011-09-24,41,50
"Obama",2011-09-23,42,50
"Obama",2011-09-22,39,53
"Obama",2011-09-21,40,52
"Obama",2011-09-20,41,51
"Obama",2011-09-19,42,49
"Obama",2011-09-18,42,50
"Obama",2011-09-17,40,52
"Obama",2011-09-16,40,53
"Obama",2011-09-15,39,53
"Obama",2011-09-14,39,52
"Obama",2011-09-13,39,53
"Obama",2011-09-12,40,52
"Obama",2011-09-11,43,50
"Obama",2011-09-10,42,49
"Obama",2011-09-09,42,48
"Obama",2011-09-08,43,48
"Obama",2011-09-07,43,49
"Obama",2011-09-06,44,50
"Obama",2011-09-05,42,50
"Obama",2011-09-03,43,50
"Obama",2011-09-02,42,50
"Obama",2011-09-01,42,51
"Obama",2011-08-31,42,50
"Obama",2011-08-30,42,50
"Obama",2011-08-29,39,54
"Obama",2011-08-28,38,55
"Obama",2011-08-26,38,55
"Obama",2011-08-25,41,51
"Obama",2011-08-24,42,50
"Obama",2011-08-23,41,50
"Obama",2011-08-22,39,53
"Obama",2011-08-21,38,54
"Obama",2011-08-20,40,53
"Obama",2011-08-19,40,53
"Obama",2011-08-18,42,51
"Obama",2011-08-17,40,53
"Obama",2011-08-16,40,52
"Obama",2011-08-15,40,52
"Obama",2011-08-14,39,53
"Obama",2011-08-13,41,52
"Obama",2011-08-12,39,54
"Obama",2011-08-11,42,51
"Obama",2011-08-10,41,51
"Obama",2011-08-09,41,51
"Obama",2011-08-08,41,51
"Obama",2011-08-07,40,50
"Obama",2011-08-06,43,48
"Obama",2011-08-05,42,50
"Obama",2011-08-04,42,50
"Obama",2011-08-03,41,52
"Obama",2011-08-02,41,51
"Obama",2011-08-01,42,49
"Obama",2011-07-31,43,48
"Obama",2011-07-30,43,50
"Obama",2011-07-29,41,52
"Obama",2011-07-28,40,52
"Obama",2011-07-27,40,50
"Obama",2011-07-26,43,48
"Obama",2011-07-25,46,46
"Obama",2011-07-24,46,46
"Obama",2011-07-23,45,48
"Obama",2011-07-22,42,49
"Obama",2011-07-21,43,49
"Obama",2011-07-20,43,49
"Obama",2011-07-19,43,49
"Obama",2011-07-18,42,48
"Obama",2011-07-17,44,47
"Obama",2011-07-16,44,48
"Obama",2011-07-15,44,49
"Obama",2011-07-14,42,50
"Obama",2011-07-13,44,48
"Obama",2011-07-12,44,48
"Obama",2011-07-11,46,46
"Obama",2011-07-10,46,46
"Obama",2011-07-09,45,46
"Obama",2011-07-08,46,45
"Obama",2011-07-07,46,45
"Obama",2011-07-06,47,44
"Obama",2011-07-05,46,47
"Obama",2011-07-04,45,47
"Obama",2011-07-02,47,46
"Obama",2011-07-01,45,47
"Obama",2011-06-30,45,47
"Obama",2011-06-29,44,47
"Obama",2011-06-28,46,46
"Obama",2011-06-27,45,46
"Obama",2011-06-26,44,48
"Obama",2011-06-25,43,49
"Obama",2011-06-24,44,49
"Obama",2011-06-23,45,48
"Obama",2011-06-22,45,47
"Obama",2011-06-21,43,50
"Obama",2011-06-20,43,49
"Obama",2011-06-19,45,48
"Obama",2011-06-18,49,43
"Obama",2011-06-17,49,44
"Obama",2011-06-16,46,46
"Obama",2011-06-15,45,47
"Obama",2011-06-14,46,46
"Obama",2011-06-13,47,47
"Obama",2011-06-12,47,46
"Obama",2011-06-11,47,45
"Obama",2011-06-10,46,44
"Obama",2011-06-09,46,45
"Obama",2011-06-08,45,46
"Obama",2011-06-07,46,44
"Obama",2011-06-06,49,41
"Obama",2011-06-05,50,40
"Obama",2011-06-04,49,43
"Obama",2011-06-03,47,45
"Obama",2011-06-02,48,44
"Obama",2011-06-01,51,42
"Obama",2011-05-31,53,39
"Obama",2011-05-30,49,42
"Obama",2011-05-28,47,44
"Obama",2011-05-27,46,45
"Obama",2011-05-26,49,43
"Obama",2011-05-25,51,41
"Obama",2011-05-24,52,42
"Obama",2011-05-23,53,41
"Obama",2011-05-22,51,42
"Obama",2011-05-21,50,42
"Obama",2011-05-20,49,43
"Obama",2011-05-19,49,43
"Obama",2011-05-18,49,43
"Obama",2011-05-17,50,43
"Obama",2011-05-16,48,43
"Obama",2011-05-15,48,43
"Obama",2011-05-14,46,44
"Obama",2011-05-13,48,44
"Obama",2011-05-12,48,45
"Obama",2011-05-11,50,43
"Obama",2011-05-10,51,42
"Obama",2011-05-09,51,40
"Obama",2011-05-08,52,40
"Obama",2011-05-07,51,40
"Obama",2011-05-06,51,41
"Obama",2011-05-05,51,41
"Obama",2011-05-04,51,41
"Obama",2011-05-03,52,40
"Obama",2011-05-02,50,42
"Obama",2011-05-01,47,44
"Obama",2011-04-30,46,45
"Obama",2011-04-29,46,46
"Obama",2011-04-28,45,47
"Obama",2011-04-27,43,49
"Obama",2011-04-26,42,49
"Obama",2011-04-25,43,48
"Obama",2011-04-24,44,47
"Obama",2011-04-22,44,46
"Obama",2011-04-21,44,47
"Obama",2011-04-20,44,47
"Obama",2011-04-19,43,49
"Obama",2011-04-18,42,49
"Obama",2011-04-17,44,48
"Obama",2011-04-16,44,47
"Obama",2011-04-15,44,47
"Obama",2011-04-14,41,49
"Obama",2011-04-13,41,50
"Obama",2011-04-12,42,50
"Obama",2011-04-11,44,48
"Obama",2011-04-10,46,46
"Obama",2011-04-09,45,46
"Obama",2011-04-08,45,46
"Obama",2011-04-07,44,47
"Obama",2011-04-06,45,47
"Obama",2011-04-05,45,47
"Obama",2011-04-04,45,45
"Obama",2011-04-03,46,45
"Obama",2011-04-02,46,45
"Obama",2011-04-01,46,46
"Obama",2011-03-31,46,45
"Obama",2011-03-30,47,44
"Obama",2011-03-29,49,43
"Obama",2011-03-28,49,44
"Obama",2011-03-27,48,45
"Obama",2011-03-26,45,48
"Obama",2011-03-25,46,46
"Obama",2011-03-24,47,46
"Obama",2011-03-23,46,46
"Obama",2011-03-22,45,46
"Obama",2011-03-21,45,46
"Obama",2011-03-20,44,46
"Obama",2011-03-19,46,44
"Obama",2011-03-18,46,45
"Obama",2011-03-17,49,43
"Obama",2011-03-16,51,42
"Obama",2011-03-15,50,43
"Obama",2011-03-14,48,44
"Obama",2011-03-12,46,44
"Obama",2011-03-11,46,45
"Obama",2011-03-10,49,43
"Obama",2011-03-09,47,45
"Obama",2011-03-08,47,45
"Obama",2011-03-07,45,48
"Obama",2011-03-06,46,46
"Obama",2011-03-05,47,45
"Obama",2011-03-04,47,45
"Obama",2011-03-03,47,44
"Obama",2011-03-02,45,46
"Obama",2011-03-01,46,47
"Obama",2011-02-28,45,46
"Obama",2011-02-27,45,46
"Obama",2011-02-26,47,44
"Obama",2011-02-25,49,44
"Obama",2011-02-24,50,42
"Obama",2011-02-23,48,44
"Obama",2011-02-22,46,46
"Obama",2011-02-21,47,45
"Obama",2011-02-20,46,45
"Obama",2011-02-19,48,43
"Obama",2011-02-18,48,44
"Obama",2011-02-17,51,42
"Obama",2011-02-16,49,43
"Obama",2011-02-15,48,43
"Obama",2011-02-14,46,46
"Obama",2011-02-13,48,44
"Obama",2011-02-12,49,43
"Obama",2011-02-11,49,42
"Obama",2011-02-10,48,44
"Obama",2011-02-09,47,44
"Obama",2011-02-08,48,44
"Obama",2011-02-07,47,44
"Obama",2011-02-06,46,45
"Obama",2011-02-04,46,45
"Obama",2011-02-03,45,47
"Obama",2011-02-02,46,46
"Obama",2011-02-01,48,45
"Obama",2011-01-31,50,42
"Obama",2011-01-30,50,41
"Obama",2011-01-29,50,42
"Obama",2011-01-28,50,41
"Obama",2011-01-27,50,41
"Obama",2011-01-26,49,41
"Obama",2011-01-25,49,42
"Obama",2011-01-24,49,43
"Obama",2011-01-23,50,42
"Obama",2011-01-22,50,42
"Obama",2011-01-21,49,42
"Obama",2011-01-20,51,41
"Obama",2011-01-19,50,42
"Obama",2011-01-18,51,42
"Obama",2011-01-17,49,43
"Obama",2011-01-16,50,42
"Obama",2011-01-15,48,42
"Obama",2011-01-14,49,42
"Obama",2011-01-13,49,43
"Obama",2011-01-12,49,43
"Obama",2011-01-11,48,45
"Obama",2011-01-10,48,44
"Obama",2011-01-08,49,43
"Obama",2011-01-07,48,43
"Obama",2011-01-06,48,46
"Obama",2011-01-05,46,48
"Obama",2011-01-04,48,46
"Obama",2011-01-03,49,45
"Obama",2010-12-31,50,43
"Obama",2010-12-30,50,42
"Obama",2010-12-28,47,45
"Obama",2010-12-27,47,46
"Obama",2010-12-25,45,48
"Obama",2010-12-24,46,46
"Obama",2010-12-22,48,45
"Obama",2010-12-21,49,45
"Obama",2010-12-19,46,48
"Obama",2010-12-18,46,45
"Obama",2010-12-17,46,46
"Obama",2010-12-16,46,45
"Obama",2010-12-15,45,48
"Obama",2010-12-14,45,46
"Obama",2010-12-13,45,47
"Obama",2010-12-12,46,45
"Obama",2010-12-11,45,49
"Obama",2010-12-10,46,47
"Obama",2010-12-09,43,49
"Obama",2010-12-08,45,47
"Obama",2010-12-06,43,48
"Obama",2010-12-05,46,47
"Obama",2010-12-04,47,45
"Obama",2010-12-03,48,43
"Obama",2010-12-02,47,44
"Obama",2010-12-01,45,47
"Obama",2010-11-30,45,47
"Obama",2010-11-28,47,45
"Obama",2010-11-27,46,46
"Obama",2010-11-26,45,47
"Obama",2010-11-25,44,48
"Obama",2010-11-23,44,48
"Obama",2010-11-22,44,47
"Obama",2010-11-21,46,46
"Obama",2010-11-20,47,46
"Obama",2010-11-19,46,47
"Obama",2010-11-18,45,48
"Obama",2010-11-16,46,47
"Obama",2010-11-15,48,45
